,页面网址,酒店名称,回复ID,回复时间,answer,原ID,question,原时间,clean_question_new,clean_answer_new
439,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Charles R,18-May,"Hi all, look like the bathroom are in open space.. is there any door between the bed room and shower room?

Thanks,",Answer from Amnaya Bali,"Dear Charles R,

Except Amnaya Suite, all of our bathrooms are open stand. We use a curtain for privacy.

Thank you",18-May, charles r except  suite bathrooms open stand use curtain privacy , look like bathroom open space door bed  shower  thanks
440,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Elle,18-Apr,"Hi, there is connecting room at hotel?",Answer from Amnaya Bali,"Dear Ellepua Yes, we have interconnecting sets Deluxe Twin with Deluxe Double. And Family Suite is actually interconnecting Junior Suite Double Bed with Deluxe Room Twin Bed. Thank you for your question",18-Apr, ellepua  interconnecting sets deluxe twin deluxe double family suite actually interconnecting junior suite double bed deluxe  twin bed  question, connecting  
441,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Vignesh,18-Apr,"I am planning to visit Bali with my wife and 2 year old kid next month. We'd like to cook food for the baby. Do you have kitchenette in the room? If not, can we bring our own induction stove and cook inside the room? Please clarify, thanks.",Answer from Amnaya Bali,"Dear vigindian

Thank you for your question.

We do not have a kitchenette in the room.

Electric induction stove should be fine to cook baby food, however, please do not cook in the room. Especially food with a strong smell.

We have the balcony and our engineering team will help to provide extension cable whenever necessary

Thank you",18-Apr, vigindian  question kitchenette  electric induction stove fine cook baby food however  cook  especially food strong smell balcony engineering team help provide extension cable whenever necessary ,planning visit  wife year old kid next month like cook food baby kitchenette   induction stove cook inside   clarify thanks
442,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Elle,18-Apr,"Hi, how long is the walking distance for walking out for food, bars n shopping mall?",Answer from Amnaya Bali,"Hi thank you for questioning. It is actually a stone throw Amnaya Resort Kuta is located within the urban area of hotels, shoppings, restaurants at South Kuta Beach as the closest area from the Bali's Ngurah Rai International Airport",18-Apr,  questioning actually stone throw    located within urban area hotels shoppings restaurants south  beach closest area  ngurah rai international airport, long walking distance walking food bars n shopping mall
443,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,SherrTan,18-Mar,"Hi, is there bathtub in every category of rooms?",Answer from Adrian P,Deluxe room does not have a bathtub. But the shower is superb!!!,18-Mar,deluxe  bathtub shower superb, bathtub every category rooms
444,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Zana H,18-Mar,Is all your food halal,Answer from Amnaya Bali,"Dear Zana, We served mixed menu. THank you",18-Mar, zana served mixed menu ,food halal
445,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,ess emm,18-Feb,Do you offer room service?,Answer from Amnaya Bali,"Dear Sharyn,

Yes, we do.
The room service is from 11AM to 11PM (last order)
The room service is close at midnight.
Thank you for selecting Amnaya Resort Kuta to be of your destination.

Best regards,
Jeffrey Wibisono V.
General Manager",18-Feb, sharyn   service 11am 11pm last order  service close midnight  selecting    destination   jeffrey wibisono v general manager,offer  service
446,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Lisa R,18-Feb,Is there a kettle and tea coffee facilities in pool access room?,Answer from Amnaya Bali,"Dear Lisa, 
Yes, we provide the in-room  tea & coffee making facility.
Thank you",18-Feb, lisa  provide  tea coffee making facility ,kettle tea coffee facilities pool access 
447,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Rajat Singh,17-Dec,Is this hotel provide service for bike rental if not is their any near by bike rent dealer. And how much they charge for per day,Answer from Amnaya K,"Dear Rajat, on site we have free use push bikes as one of hotel's facilities.

Thank you",17-Dec, rajat site free use push bikes   facilities , provide service bike rental near bike rent dealer much charge per 
448,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,azlin881,17-Dec,Hi! Does this hotel cater to Muslim travellers (halal restaurants & etc)?,Answer from Amnaya K,"Good afternoon azlin881
.
We cater International Travelers and we have only one restaurant with one kitchen. 

We believe you can select your own food as we serve fruits, vegetables and breads

Please be advised accordingly.

Thank you",17-Dec,good afternoon azlin881 cater international travelers  restaurant  kitchen believe select food serve fruits vegetables breads  advised accordingly ,  cater muslim travellers halal restaurants etc
449,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Jutanlc,17-Oct,Does this property have a working email address? I have tried multiple times to email them using the address on their website but every time the email bounces back with failed delivery. I need to cancel an upcoming reservation made with the property when it was Alaya Kuta and it's very frustrating not to be able to contact them except by a long distance phone call.,Answer from Amnaya Bali,"Good morning Jutanic.. 
Yes, our office email addresses work well 
 Alternatively or you can even get send an email direct from the link in amnaya website

Thank you and looking forward to assist you on this matter.",17-Oct,good morning jutanic  office email addresses work well alternatively even  send email direct link  website  looking  assist matter,property working email address tried multiple times email using address website every time email bounces  failed delivery need cancel upcoming reservation  property alaya  frustrating able contact except long distance phone call
450,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Poh K,17-Sep,may i know what is the difference between a deluxe and grand deluxe room? thanks,Answer from Amnaya Bali,"Hi Poh...
The Grand Deluxe the room type that feature in one of OTAs is actually our Amnaya Room.

Deluxe is shower only, While Amnaya Room (Grand Deluxe) is with Bath Tub,

Thank you",17-Sep, poh grand deluxe  type feature  otas actually   deluxe shower   grand deluxe bath tub ,may know difference deluxe grand deluxe  thanks
451,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Poh K,17-Sep,- what time does breakfast serving start? i will be leaving quite early for land tours everyday. - can i smoke on the room balcony?,Answer from Amnaya Bali,"Hi Poh...
We can organize breakfast box if you have to leave prior to the opening hours of our Sukun Restaurant.

While for smoking, you are allowed only outside of the room. In balcony area. We have limited ashtray on request basis.
For your information, we have limited smoking area on the hotel's ground.

Thank you",17-Sep, poh organize breakfast box leave prior opening hours sukun restaurant smoking allowed outside  balcony area limited ashtray request basis information limited smoking area  ground ,time breakfast serving start leaving quite early land tours everyday smoke  balcony
452,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,fayda2017,17-Sep,"How big is the deluxe room size (square footage)? And the double bed size, King size/72 inch or Queen size/60 inch?",Answer from Amnaya Bali,"Hi Fayda

Our Deluxe Room is 45sqm widht + balcony
While the Kingsize bed is 2 x 2 meters

Thank you",17-Sep, fayda deluxe  45sqm widht balcony kingsize bed x meters ,big deluxe  size square footage double bed size king size inch queen size inch
453,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,fayda2017,17-Sep,The deluxe room size (square footage) with garden view and the double size bed size (King size/72 inch or Queen size/60 inch)? Your prompt reply will be appreciated.,Answer from Amnaya PR K,"Dear Fayda..
Our Deluxe room is 42sqm + private balcony. We have multi angle views but could fullfill your preference subject to the availability refer to the room occupancy.
And our KInfsixe bed in 2 x 2 meters

I wish this help you

Thank you and looking forward to  welcoming you soon",17-Sep, fayda deluxe  42sqm private balcony multi angle views  fullfill preference subject availability refer  occupancy kinfsixe bed x meters wish help  looking  welcoming soon,deluxe  size square footage garden view double size bed size king size inch queen size inch prompt reply appreciated
454,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,SimpsonsCapeTown,17-Aug,"HI,I have booked a family suite as we travel with children.Does the 2nd bedroom have twin beds as my children would not like to share a double bed.thanks",Answer from Amnaya PR K,Hi... the family Suites are actually Interconnecting of a Junior Suite Double Bed and a Deluxe Room Twin Bed. Of course... there is a bathroom in each room. For your comfort.,17-Aug, family suites actually interconnecting junior suite double bed deluxe  twin bed course bathroom  comfort, booked family suite travel children 2nd bedroom twin beds children  like share double bed thanks
455,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,JamarBrits,17-Aug,"Do you serve Halal food for muslim ? 
Thanks.",Answer from N433,"Hi.... we were told we can order halal food if we required..... however we did not as there is a huge mall across the street... many places there are halal...... use TripAdvisor to locate the halal places.... I have left a few places I visited whilst in Bali....we too were worried about food beforehand....�but whilst in Bali we even would have breakfast outside !!  

Ps. All fast food Mcdonald's, Pizza Hut, KFC , Starbucks etc has halal logo!!!! Many shisha places offer food ( these places are halal) I hope I've helped !!!!",17-Aug, told order halal food required however huge mall across street many places halal use tripadvisor locate halal places left places visited whilst  worried food beforehand whilst  even  breakfast outside ps fast food mcdonald pizza hut kfc starbucks etc halal logo many shisha places offer food places halal hope helped,serve halal food muslim thanks
456,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Pulkit G,17-Aug,does the hotel serve good vegetarian food?,Answer from Amnaya PR K,Thank you. We can personalize your request.,17-Aug, personalize request, serve good vegetarian food
457,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Steph B,17-Jun,Does the pool get a lot of sun? Looks like it's in the shade due to the surrounding building.,Answer from Amnaya PR K,Thank you Jeff M. It is so true and regularly the sunlight around the hotel's swimming pool until 4PM.,17-Jun, jeff true regularly sunlight around  swimming pool 4pm,pool  lot sun looks like shade due surrounding building
458,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,N433,17-Jun,"Hi what is the weather like at the beginning of August ???  In Bali???

Thanks",Answer from Amnaya PR K,"Hi Nazia
August in Bali is in comfortable temperature with less humidity. It is affected by winter in Australia. 
It is dry season with a bit of rain sometimes.",17-Jun, nazia august  comfortable temperature less humidity affected winter australia dry season bit rain sometimes, weather like beginning august  thanks
459,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,sally7243,17-Jun,Do you provides free shuttle bus to Beachwalk shopping mall?,Answer from Amnaya PR K,Hi Sally... we use golf buggy as fas as Discovery Shopping Mall only. Thank you for asking,17-Jun, sally use golf buggy fas discovery shopping mall  asking,provides free shuttle bus beachwalk shopping mall
460,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Fiona M,17-Jun,Have been looking at the hotel for a group of 10 women ( age 20 -78)...my concern is the location being a lane of a lane which is a dead end.  Did you find this safe?  Having not stayed in Kuta before I just have some concern! Your thoughts would be appreciated.  Thanks!,Answer from Scarlett P,"I stayed here with my partner and the lane it's on isn't very long at all, there's always lights and security. It's no more then a 1 minute walk and I didn't find it unsafe at all even when coming home late. :)",17-Jun,stayed partner lane long always lights security minute walk find unsafe even coming home late,looking  group women age concern location lane lane dead end find safe stayed  concern thoughts  appreciated thanks
